Probe,GeneID,Symbol,Distance,Sides,Raw.p,Pe
cg07945582,ENSG00000050344,NFE2L3,0,R1,4.7348610378336816e-37,9.999000099990002e-5
cg18009093,ENSG00000145916,RMND5B,276007,L10,4.935198818608379e-37,3.9996000399960006e-4
cg05859264,ENSG00000156711,MAPK13,0,R2,5.361493468373819e-37,9.999000099990002e-5
cg26932623,ENSG00000176393,RNPEP,11882,L5,6.154796882543575e-37,9.999000099990002e-5
cg25015733,ENSG00000071073,MGAT4A,0,L2,6.5941476114066785e-37,9.999000099990002e-5
cg03337918,ENSG00000156170,NDUFAF6,19606,L1,6.872575793148311e-37,9.999000099990002e-5
cg24692310,ENSG00000167987,VPS37C,0,L2,7.779913206218383e-37,9.999000099990002e-5
cg03987648,ENSG00000179387,ELMOD2,486539,R9,8.108067480848382e-37,3.9996000399960006e-4
cg19308497,ENSG00000143318,CASQ1,12902,R2,8.334344038780612e-37,9.999000099990002e-5
cg12840933,ENSG00000152380,FAM151B,24608,L1,8.33444244764246e-37,9.999000099990002e-5
cg21157873,ENSG00000143373,ZNF687,221830,L10,8.449974326093113e-37,1.9998000199980003e-4
cg17933936,ENSG00000143799,PARP1,289928,L9,1.0104948215451134e-36,9.999000099990002e-5
cg03779973,ENSG00000198589,LRBA,183710,R3,1.0530470271803885e-36,7.999200079992001e-4
cg11415739,ENSG00000082512,TRAF5,0,R1,1.2763933098631355e-36,9.999000099990002e-5
cg26272088,ENSG00000140443,IGF1R,0,L4,1.444222779641675e-36,3.9996000399960006e-4
cg12636882,ENSG00000175920,DOK7,284106,R9,1.4640024610084497e-36,1.9998000199980003e-4
cg18699337,ENSG00000279685,MAPT-IT1,182979,L6,1.5548416039019434e-36,9.99900009999e-4
cg23282964,ENSG00000234115,RP11-288G3.4,99051,R7,1.7766782203484063e-36,5.999400059994001e-4
cg03103549,ENSG00000101343,CRNKL1,0,R1,1.798497694660831e-36,6.999300069993001e-4
cg03094083,ENSG00000076351,SLC46A1,130253,L7,1.979484697873156e-36,2.9997000299970003e-4
cg23104439,ENSG00000235269,AL162759.1,95179,L2,2.0562306425520852e-36,9.999000099990002e-5
cg04240491,ENSG00000162949,CAPN13,118012,R3,2.2689279851401978e-36,6.999300069993001e-4
cg15646741,ENSG00000117335,CD46,52877,L1,2.4305347542145934e-36,9.999000099990002e-5
cg17176911,ENSG00000181788,SIAH2,197805,R8,2.4305347542145934e-36,3.9996000399960006e-4
cg08240383,ENSG00000234233,KCNH1-IT1,747421,R5,2.715966604538077e-36,9.999000099990002e-5
cg08240383,ENSG00000143473,KCNH1,291656,R2,3.0864521696465985e-36,1.9998000199980003e-4
cg14685146,ENSG00000141349,G6PC3,59350,R4,3.1944086058169334e-36,4.999500049995e-4
cg06131630,ENSG00000134490,TMEM241,227121,L8,3.467028997759384e-36,9.999000099990002e-5
cg25950520,ENSG00000115109,EPB41L5,100064,L10,3.6614968315948564e-36,9.999000099990002e-5
cg03274800,ENSG00000253125,RP11-459E5.1,195990,L5,3.675515741016353e-36,9.99900009999e-4
cg20900312,ENSG00000165548,TMEM63C,0,L5,3.711783964065188e-36,3.9996000399960006e-4
cg26185500,ENSG00000196166,C8orf86,0,R3,4.245255744283475e-36,1.9998000199980003e-4
cg14864167,ENSG00000205268,PDE7A,0,R2,4.616343666325769e-36,1.9998000199980003e-4
cg22877504,ENSG00000118242,MREG,0,R1,4.616343666325769e-36,2.9997000299970003e-4
cg11756387,ENSG00000121753,ADGRB2,170749,L8,4.874798791600577e-36,9.999000099990002e-5
cg24803346,ENSG00000116096,SPR,82189,L2,5.5100910310842e-36,9.999000099990002e-5
cg14796908,ENSG00000164124,TMEM144,43888,R5,6.486806466025514e-36,4.999500049995e-4
cg19075717,ENSG00000049283,EPN3,49828,L6,6.756745565612984e-36,4.999500049995e-4
cg13433729,ENSG00000203711,C6orf99,59078,R6,7.635369111479679e-36,9.999000099990002e-5
cg09245901,ENSG00000197594,ENPP1,53207,R6,7.952769465913054e-36,9.999000099990002e-5
cg09560658,ENSG00000250740,RP11-710F7.2,115632,L2,9.642334895530559e-36,5.999400059994001e-4
cg24477315,ENSG00000185630,PBX1,0,R1,1.1011864016344681e-35,2.9997000299970003e-4
cg00836101,ENSG00000137801,THBS1,0,R1,1.27804196904412e-35,9.999000099990002e-5
cg02815102,ENSG00000149657,LSM14B,308612,R4,1.969556559705625e-35,9.999000099990002e-5
cg23093870,ENSG00000259641,PCAT29,30613,R3,2.1303279445548233e-35,9.999000099990002e-5
cg00169897,ENSG00000167513,CDT1,223115,L10,2.13563726227017e-35,1.9998000199980003e-4
cg12828073,ENSG00000196132,MYT1,0,R1,2.236739055694364e-35,9.999000099990002e-5
cg06539449,ENSG00000110092,CCND1,0,R1,2.477069976370763e-35,9.999000099990002e-5
cg03337918,ENSG00000164938,TP53INP1,186650,R1,2.510676496980037e-35,5.999400059994001e-4
cg19917650,ENSG00000154473,BUB3,103948,L2,2.579254507495078e-35,9.999000099990002e-5
cg00653455,ENSG00000157388,CACNA1D,66314,L8,2.6856261344258765e-35,7.999200079992001e-4
cg25383323,ENSG00000154473,BUB3,103846,L2,2.6856261344258765e-35,9.999000099990002e-5
cg17176029,ENSG00000135773,CAPN9,107397,R4,2.9510465470295686e-35,1.9998000199980003e-4
cg20197756,ENSG00000168672,FAM84B,621091,L9,3.0726783160305445e-35,2.9997000299970003e-4
cg21157873,ENSG00000143375,CGN,0,R2,3.3761130865647296e-35,9.999000099990002e-5
cg05027594,ENSG00000169762,TAPT1,0,L2,3.562683059296722e-35,3.9996000399960006e-4
cg25343204,ENSG00000227965,AC098592.6,86932,R5,3.786553292964871e-35,5.999400059994001e-4
cg15481472,ENSG00000092820,EZR,0,R3,4.3581848931773825e-35,9.999000099990002e-5
cg05048475,ENSG00000116299,KIAA1324,176711,L5,4.5373015605529625e-35,5.999400059994001e-4
cg24657085,ENSG00000141741,MIEN1,24403,R3,4.598617570375994e-35,1.9998000199980003e-4
cg00025347,ENSG00000104365,IKBKB,169820,L7,4.852223757796776e-35,9.999000099990002e-5
cg18997901,ENSG00000196586,MYO6,0,R4,4.852223757796776e-35,9.999000099990002e-5
cg22416376,ENSG00000279903,RP11-349F21.5,37156,L2,5.017346988777181e-35,9.999000099990002e-5
cg13182816,ENSG00000259345,RP11-624L4.1,0,L2,5.538434858180282e-35,9.999000099990002e-5
cg13241663,ENSG00000005156,LIG3,181977,R4,6.094425050568081e-35,1.9998000199980003e-4
cg26451345,ENSG00000153294,ADGRF4,0,R1,6.102784308903177e-35,9.999000099990002e-5
cg19171161,ENSG00000141582,CBX4,3293,R1,6.69347278510445e-35,1.9998000199980003e-4
cg00555420,ENSG00000169762,TAPT1,0,L2,6.874822325103065e-35,3.9996000399960006e-4
cg23111196,ENSG00000188725,SMIM15,144961,L3,7.350982747338086e-35,1.9998000199980003e-4
cg09565310,ENSG00000129625,REEP5,283316,L7,7.755108886333675e-35,4.999500049995e-4
cg27505472,ENSG00000115109,EPB41L5,100009,L10,7.859542300935497e-35,9.999000099990002e-5
cg13208438,ENSG00000140403,DNAJA4,260385,R8,9.227200394129796e-35,9.999000099990002e-5
cg27328839,ENSG00000204049,RP11-126H7.4,50093,L2,1.1131844949517028e-34,6.999300069993001e-4
cg03010887,ENSG00000131149,GSE1,0,L5,1.12734823437666e-34,2.9997000299970003e-4
cg22255095,ENSG00000149657,LSM14B,225184,R4,1.12734823437666e-34,9.999000099990002e-5
cg18486590,ENSG00000126803,HSPA2,0,R2,1.1891472803616715e-34,9.999000099990002e-5
cg26123763,ENSG00000181788,SIAH2,34778,L1,1.3054998958593388e-34,8.999100089991e-4
cg08705382,ENSG00000135773,CAPN9,561104,R10,1.471837652348828e-34,1.9998000199980003e-4
cg20141578,ENSG00000121380,BCL2L14,0,R1,1.4915743753538312e-34,2.9997000299970003e-4
cg21380380,ENSG00000106415,GLCCI1,0,R1,1.5115906905109014e-34,9.999000099990002e-5
cg18237739,ENSG00000196932,TMEM26,0,R1,1.594289267906563e-34,1.9998000199980003e-4
cg26371913,ENSG00000254164,CTB-33O18.2,260985,R7,1.751895608526801e-34,1.9998000199980003e-4
cg08815672,ENSG00000234869,RP3-439F8.1,7395,R1,1.7734077413325392e-34,9.999000099990002e-5
cg25457884,ENSG00000196132,MYT1,0,R1,1.8810631256688776e-34,9.999000099990002e-5
cg00836101,ENSG00000259345,RP11-624L4.1,156851,L8,1.893613226822714e-34,9.999000099990002e-5
cg18535410,ENSG00000139835,GRTP1,185208,R8,1.9989017724128835e-34,9.999000099990002e-5
cg17487705,ENSG00000272485,RP11-284J1.1,66848,R7,2.0164489888629316e-34,9.999000099990002e-5
cg17487705,ENSG00000112685,EXOC2,14785,L1,2.0802232180432254e-34,9.999000099990002e-5
cg04827020,ENSG00000259345,RP11-624L4.1,156258,L8,2.1924355518846203e-34,9.999000099990002e-5
cg10547843,ENSG00000235713,RP4-604G5.3,11018,L1,2.2180286560569182e-34,4.999500049995e-4
cg01555764,ENSG00000196132,MYT1,0,R1,2.310456666861244e-34,9.999000099990002e-5
cg12277789,ENSG00000154473,BUB3,103786,L2,2.9769453498296228e-34,2.9997000299970003e-4
cg16772207,ENSG00000196132,MYT1,0,R1,3.0744400978650123e-34,9.999000099990002e-5
cg01637789,ENSG00000259345,RP11-624L4.1,156380,L8,3.0965449444528743e-34,9.999000099990002e-5
cg11182257,ENSG00000187164,SHTN1,0,R2,3.536607140272505e-34,9.999000099990002e-5
cg07139503,ENSG00000241359,SYNPR-AS1,386814,L9,3.7693076126932894e-34,2.9997000299970003e-4
cg15765380,ENSG00000244265,SIAH2-AS1,2000,R2,3.852980682738222e-34,4.999500049995e-4
cg02927679,ENSG00000273143,RP11-525A16.4,4546,L1,3.862290533485092e-34,9.999000099990002e-5
cg10063575,ENSG00000205352,PRR13,13244,R2,4.669412796438307e-34,9.999000099990002e-5
cg10297792,ENSG00000257817,RP4-601P9.2,22168,R1,4.847323697210136e-34,9.999000099990002e-5
cg18627496,ENSG00000149657,LSM14B,348305,R4,4.858289132486472e-34,9.999000099990002e-5
cg05707211,ENSG00000254111,RP11-150O12.5,87878,R4,4.874960741825415e-34,9.999000099990002e-5
cg03190578,ENSG00000163517,HDAC11,3325,R2,5.190091640834217e-34,9.999000099990002e-5
cg15580052,ENSG00000139044,B4GALNT3,0,R1,5.692749286319885e-34,9.999000099990002e-5
cg17482224,ENSG00000143742,SRP9,848518,R8,5.922707966904428e-34,1.9998000199980003e-4
cg02711212,ENSG00000259641,PCAT29,30442,R3,6.1058943490480345e-34,9.999000099990002e-5
cg02880679,ENSG00000247011,RP11-700H6.1,273540,L9,7.419943297453658e-34,9.999000099990002e-5
cg02009766,ENSG00000259703,LINC00593,248772,L3,7.550921481252474e-34,9.999000099990002e-5
cg13211324,ENSG00000072858,SIDT1,25310,L4,7.709993936147456e-34,8.999100089991e-4
cg02026180,ENSG00000136068,FLNB,0,R1,7.812325403682298e-34,9.999000099990002e-5
cg17176911,ENSG00000244265,SIAH2-AS1,218615,R9,8.286142923587388e-34,4.999500049995e-4
cg04673465,ENSG00000163624,CDS1,0,R1,8.454720191863978e-34,5.999400059994001e-4
cg05890855,ENSG00000144583,MARCH4,339495,R10,8.961400507188453e-34,9.999000099990002e-5
cg01221209,ENSG00000071539,TRIP13,337870,R10,1.0435831826027476e-33,3.9996000399960006e-4
cg26452081,ENSG00000143816,WNT9A,0,L2,1.0999266907442423e-33,9.999000099990002e-5
cg23093870,ENSG00000259703,LINC00593,273718,R6,1.1292030812117119e-33,9.999000099990002e-5
cg21281463,ENSG00000105738,SIPA1L3,0,R1,1.3219900054474239e-33,9.999000099990002e-5
cg13181695,ENSG00000278908,RP11-523J2.1,844933,L10,1.4944530982833823e-33,3.9996000399960006e-4
cg02570643,ENSG00000085365,SCAMP1,124932,R5,1.5272462017533079e-33,3.9996000399960006e-4
cg05524387,ENSG00000167632,TRAPPC9,0,L4,1.6094848213628684e-33,1.9998000199980003e-4
cg00735595,ENSG00000104450,SPAG1,205096,L9,1.6522385765282173e-33,9.999000099990002e-5
cg07950296,ENSG00000050130,JKAMP,222694,L4,1.93350539359302e-33,3.9996000399960006e-4
cg02766770,ENSG00000278908,RP11-523J2.1,527831,R9,2.0539498788055795e-33,3.9996000399960006e-4
cg00149684,ENSG00000169241,SLC50A1,10443,R2,2.0642902484530576e-33,1.9998000199980003e-4
cg04659396,ENSG00000131437,KIF3A,221725,R9,2.0914828802158312e-33,9.99900009999e-4
cg22697216,ENSG00000156650,KAT6B,82545,L6,2.3527916352483684e-33,9.999000099990002e-5
cg15873474,ENSG00000130699,TAF4,82525,R1,3.0553201453902e-33,9.999000099990002e-5
cg11759172,ENSG00000106078,COBL,0,L2,4.0177721299001484e-33,9.999000099990002e-5
cg20414015,ENSG00000153132,CLGN,402494,R6,4.344340079026566e-33,1.9998000199980003e-4
cg02711212,ENSG00000259703,LINC00593,273547,R6,4.662489137921408e-33,9.999000099990002e-5
cg04270264,ENSG00000275223,RP1-63M2.7,281890,R4,4.948149981951719e-33,4.999500049995e-4
cg07248223,ENSG00000126353,CCR7,0,R1,5.212349541567846e-33,1.9998000199980003e-4
cg27039118,ENSG00000164754,RAD21,1282258,R6,5.21245928862752e-33,2.9997000299970003e-4
cg12449813,ENSG00000259457,RP11-279F6.2,3453,R2,5.6252010442603586e-33,6.999300069993001e-4
cg26430597,ENSG00000228918,LINC01344,71502,L5,5.645409380783472e-33,9.999000099990002e-5
cg09231518,ENSG00000132196,HSD17B7,34353,L1,6.50102660848302e-33,9.999000099990002e-5
cg21367256,ENSG00000196132,MYT1,0,R1,6.845027133464251e-33,9.999000099990002e-5
cg09569850,ENSG00000115902,SLC1A4,260575,R7,6.847540171301927e-33,9.999000099990002e-5
cg04409509,ENSG00000228613,AC144450.1,66854,L3,6.989248158609137e-33,8.999100089991e-4
cg21802682,ENSG00000110092,CCND1,213350,L6,7.796159249473678e-33,9.99900009999e-4
cg17296707,ENSG00000117697,NSL1,215130,R9,8.426473531875437e-33,9.999000099990002e-5
cg21281463,ENSG00000167642,SPINT2,310913,R8,8.536754775600781e-33,9.999000099990002e-5
cg19075717,ENSG00000136444,RSAD1,107603,L9,9.347168273206353e-33,9.999000099990002e-5
cg14986386,ENSG00000152942,RAD17,38973,R5,9.469014539069654e-33,3.9996000399960006e-4
cg09245901,ENSG00000237115,RP1-131F15.2,71172,R9,1.0413107946100622e-32,9.999000099990002e-5
cg20247326,ENSG00000149657,LSM14B,324113,R4,1.0502297210388425e-32,9.999000099990002e-5
cg11180129,ENSG00000100596,SPTLC2,64450,L3,1.1060172336150892e-32,9.999000099990002e-5
cg01393234,ENSG00000143811,PYCR2,22496,R3,1.2916533644720959e-32,9.999000099990002e-5
cg01303222,ENSG00000099330,OCEL1,10697,L1,1.308452688068648e-32,9.999000099990002e-5
cg07236958,ENSG00000167632,TRAPPC9,117857,R2,1.3957596467333918e-32,2.9997000299970003e-4
cg02009766,ENSG00000259641,PCAT29,396142,L6,1.4959257219550786e-32,1.9998000199980003e-4
cg17493193,ENSG00000175087,PDIK1L,0,R1,1.5677376789254234e-32,9.999000099990002e-5
cg01869342,ENSG00000138780,GSTCD,214787,L5,1.629615653856245e-32,5.999400059994001e-4
cg27460531,ENSG00000226137,BAIAP2-AS1,211205,R10,1.629615653856245e-32,9.999000099990002e-5
cg25746903,ENSG00000134253,TRIM45,146068,L4,1.877973141023027e-32,9.999000099990002e-5
cg23100133,ENSG00000196872,KIAA1211L,0,R1,2.1361903053947216e-32,8.999100089991e-4
cg19660812,ENSG00000196166,C8orf86,231266,L7,2.1540631413576855e-32,7.999200079992001e-4
cg13069920,ENSG00000184007,PTP4A2,25681,R2,2.220318208292467e-32,6.999300069993001e-4
cg25429672,ENSG00000175567,UCP2,0,R2,2.557911636009409e-32,9.999000099990002e-5
cg23101551,ENSG00000127337,YEATS4,351777,R10,3.0231045823130175e-32,9.999000099990002e-5
cg17588713,ENSG00000149657,LSM14B,219698,R4,3.141863977074682e-32,9.999000099990002e-5
cg01727408,ENSG00000131149,GSE1,0,L5,3.223598772774527e-32,3.9996000399960006e-4
cg11261691,ENSG00000101350,KIF3B,0,R1,3.2652543943460466e-32,9.999000099990002e-5
cg05662664,ENSG00000188542,DUSP28,389188,R7,3.3074105074262254e-32,2.9997000299970003e-4
cg05492975,ENSG00000149657,LSM14B,578007,R6,3.393455064283378e-32,9.999000099990002e-5
cg03223949,ENSG00000149657,LSM14B,299600,R4,3.6650387616906394e-32,9.999000099990002e-5
cg23093870,ENSG00000259457,RP11-279F6.2,3208,R2,3.887598398369369e-32,8.999100089991e-4
cg09147400,ENSG00000102910,LONP2,8386,R2,4.009264561047636e-32,9.999000099990002e-5
cg15425061,ENSG00000115109,EPB41L5,99655,L10,4.4993859529949043e-32,6.999300069993001e-4
cg02930348,ENSG00000149657,LSM14B,728576,R7,5.179845313564502e-32,9.999000099990002e-5
cg00484803,ENSG00000115159,GPD2,95501,R3,5.314113709024145e-32,9.999000099990002e-5
cg24351427,ENSG00000157181,C1orf27,674859,R6,5.314113709024145e-32,3.9996000399960006e-4
cg10970143,ENSG00000213085,CFAP45,0,R2,5.451837057314411e-32,9.999000099990002e-5
cg01361263,ENSG00000136068,FLNB,0,R1,5.522021826259281e-32,9.999000099990002e-5
cg21723861,ENSG00000171345,KRT19,2067,L1,5.738003798363441e-32,1.9998000199980003e-4
cg00732656,ENSG00000198843,SELENOT,111581,L5,5.811845421956351e-32,9.999000099990002e-5
cg13181695,ENSG00000230118,AC092569.2,778127,L8,6.248030503891458e-32,9.999000099990002e-5
cg05977696,ENSG00000162989,KCNJ3,885480,R7,6.501597923526213e-32,4.999500049995e-4
cg03487983,ENSG00000100564,PIGH,319169,R10,6.60417240191886e-32,5.999400059994001e-4
cg14659678,ENSG00000257261,RP11-96H19.1,534095,R9,6.775060644895144e-32,1.9998000199980003e-4
cg27627493,ENSG00000259248,USP3-AS1,69084,R3,7.130117268064948e-32,9.999000099990002e-5
cg14517502,ENSG00000149657,LSM14B,873524,R9,7.221730485254182e-32,9.999000099990002e-5
cg19171161,ENSG00000262772,LINC01977,2156,L1,7.597322492813955e-32,1.9998000199980003e-4
cg09263647,ENSG00000129518,EAPP,293023,R4,7.600018013451927e-32,4.999500049995e-4
cg10071275,ENSG00000196132,MYT1,0,R1,8.411836861864222e-32,1.9998000199980003e-4
cg10988075,ENSG00000135111,TBX3,629136,L8,8.856986498605427e-32,4.999500049995e-4
cg21157873,ENSG00000143367,TUFT1,26292,R4,9.320235334378878e-32,1.9998000199980003e-4
cg25100011,ENSG00000162522,KIAA1522,60759,R5,9.560801116643729e-32,9.999000099990002e-5
cg22367981,ENSG00000116918,TSNAX,261777,L2,1.0320110159040445e-31,4.999500049995e-4
cg00836101,ENSG00000259447,RP11-462P6.1,273264,L3,1.0486793151074842e-31,9.999000099990002e-5
cg24020826,ENSG00000167632,TRAPPC9,112404,R2,1.1426397788193973e-31,2.9997000299970003e-4
cg02866152,ENSG00000196132,MYT1,0,R1,1.1856610151395983e-31,1.9998000199980003e-4
cg11026867,ENSG00000111319,SCNN1A,0,R1,1.2022912156110503e-31,6.999300069993001e-4
cg26871347,ENSG00000279555,RP11-426D19.1,14348,L1,1.2741118929664901e-31,9.999000099990002e-5
cg11237362,ENSG00000117528,ABCD3,0,R1,1.3142129443747655e-31,9.999000099990002e-5
cg19106893,ENSG00000088727,KIF9,100256,L5,1.3142129443747655e-31,1.9998000199980003e-4
cg25141642,ENSG00000196372,ASB13,99002,L2,1.331024371679465e-31,2.9997000299970003e-4
cg17740401,ENSG00000167183,PRR15L,75581,L3,1.5306485532225915e-31,6.999300069993001e-4
cg04386642,ENSG00000130699,TAF4,933569,R8,1.6517829548679763e-31,9.999000099990002e-5
cg19660812,ENSG00000253361,RP11-675F6.3,207248,L6,1.6778531287888143e-31,3.9996000399960006e-4
cg19649172,ENSG00000148814,LRRC27,305843,L7,1.8282177262482997e-31,1.9998000199980003e-4
cg09006292,ENSG00000188817,SNTN,384711,L10,1.901154197287744e-31,6.999300069993001e-4
cg10371483,ENSG00000162104,ADCY9,0,L2,2.1831369356739476e-31,2.9997000299970003e-4
cg26430597,ENSG00000135821,GLUL,0,R1,2.1831369356739476e-31,1.9998000199980003e-4
cg12297970,ENSG00000012660,ELOVL5,0,L3,2.2391358639106565e-31,4.999500049995e-4
cg02983911,ENSG00000149633,KIAA1755,43222,L1,2.3554468000075883e-31,7.999200079992001e-4
cg15328703,ENSG00000184992,BRI3BP,627118,L9,2.6731291773965875e-31,5.999400059994001e-4
cg01393234,ENSG00000143742,SRP9,106912,L5,2.7415943224148703e-31,1.9998000199980003e-4
cg04183602,ENSG00000149657,LSM14B,836509,R9,2.9204678833123163e-31,9.999000099990002e-5
cg19091779,ENSG00000013588,GPRC5A,129217,L8,2.957609021373074e-31,9.999000099990002e-5
cg16218705,ENSG00000153132,CLGN,368576,R6,2.995219006621167e-31,8.999100089991e-4
cg00653455,ENSG00000271976,RP11-884K10.7,18471,R1,3.033303712721852e-31,9.999000099990002e-5
cg07598021,ENSG00000145882,PCYOX1L,9368,R3,3.2721193267967713e-31,9.999000099990002e-5
cg04067249,ENSG00000012660,ELOVL5,116121,L10,3.3136977896326845e-31,4.999500049995e-4
cg06611115,ENSG00000155906,RMND1,237883,L4,3.855480730053285e-31,3.9996000399960006e-4
cg25893560,ENSG00000134909,ARHGAP32,124831,R7,3.953960982472898e-31,9.999000099990002e-5
cg00165078,ENSG00000117528,ABCD3,84877,R2,4.054937775564121e-31,9.999000099990002e-5
cg16798825,ENSG00000111319,SCNN1A,81971,R6,4.211221786008469e-31,8.999100089991e-4
cg20035127,ENSG00000272518,RP11-26J3.3,49221,R4,4.264591612870721e-31,9.999000099990002e-5
cg00149684,ENSG00000169242,EFNA1,2559,R1,4.485090140642794e-31,9.999000099990002e-5
cg14685146,ENSG00000161653,NAGS,2319,L1,4.541949146187499e-31,9.999000099990002e-5
cg12449813,ENSG00000259703,LINC00593,273963,R6,4.796818122714391e-31,1.9998000199980003e-4
cg17234201,ENSG00000145217,SLC26A1,189262,R7,5.023342032978055e-31,1.9998000199980003e-4
cg19263868,ENSG00000187164,SHTN1,0,R2,5.023342032978055e-31,7.999200079992001e-4
cg19313373,ENSG00000132196,HSD17B7,66306,R4,5.023342032978055e-31,9.999000099990002e-5
cg14165142,ENSG00000101224,CDC25B,0,R1,5.08697119961402e-31,9.999000099990002e-5
cg20745419,ENSG00000143367,TUFT1,140357,L9,5.21663938927381e-31,1.9998000199980003e-4
cg14986386,ENSG00000134058,CDK7,52887,L3,5.3495878769571e-31,3.9996000399960006e-4
cg10487221,ENSG00000149657,LSM14B,577964,R6,5.6256571678886295e-31,9.999000099990002e-5
cg25979244,ENSG00000116918,TSNAX,289444,L2,5.6256571678886295e-31,4.999500049995e-4
cg05887821,ENSG00000148814,LRRC27,307371,L7,5.768948859166033e-31,1.9998000199980003e-4
cg11756387,ENSG00000228634,RP4-534N18.2,1667,L1,5.884585551324685e-31,9.999000099990002e-5
cg12633764,ENSG00000256762,STH,97858,R3,5.894877914479825e-31,9.999000099990002e-5
cg22255095,ENSG00000130699,TAF4,56192,R1,6.5415912987310135e-31,9.999000099990002e-5
cg16363238,ENSG00000203711,C6orf99,286879,L9,6.792811101111817e-31,7.999200079992001e-4
cg12449813,ENSG00000259641,PCAT29,30858,R3,6.94065018828134e-31,4.999500049995e-4
cg23104439,ENSG00000125378,BMP4,3672,R2,7.0536045178230445e-31,9.999000099990002e-5
cg16325421,ENSG00000149657,LSM14B,227434,R4,7.142725303250591e-31,9.999000099990002e-5
cg01393234,ENSG00000163041,H3F3A,164470,R9,7.510524173747186e-31,3.9996000399960006e-4
cg20624941,ENSG00000184992,BRI3BP,295366,L9,7.605373656258817e-31,5.999400059994001e-4
cg08041603,ENSG00000188997,KCTD21,194012,L2,7.701411992113811e-31,9.999000099990002e-5
cg10141942,ENSG00000280327,LA16c-313F4.1,24109,L2,7.798653968194683e-31,9.999000099990002e-5
cg02512867,ENSG00000188725,SMIM15,6586,L1,8.199960446139646e-31,6.999300069993001e-4
cg11618057,ENSG00000149657,LSM14B,228400,R4,8.199960446139646e-31,9.999000099990002e-5
